DAUID,Province,DA Population,Residential Instability,Ethno-cultural Composition,Economic Dependency,Situational Vulnerability
35010296,Ontario,365,0.133,-0.726,0.464,1.101
35010297,Ontario,495,-0.629,-0.743,-0.679,-0.151
35010298,Ontario,450,-0.549,-0.872,0.092,-0.293
35010299,Ontario,430,-0.876,-0.972,0.039,-0.3
35010300,Ontario,485,-0.623,-0.95,-0.525,0.383
35010301,Ontario,495,-0.818,-0.789,-0.11,0.063
35010302,Ontario,550,0.371,-0.78,1.476,-0.535
35010303,Ontario,515,-0.61,-0.746,0.059,-0.126
35010304,Ontario,305,-0.286,-0.696,1.749,0.216
35010305,Ontario,425,-0.926,-0.78,1.23,-0.754
35010306,Ontario,505,-0.605,-0.542,1.801,0.006
35010307,Ontario,500,-0.55,-0.662,0.863,0.422
35010308,Ontario,430,0.263,-0.545,1.744,0.485
35010309,Ontario,485,0.532,-0.481,0.501,0.825
35010310,Ontario,450,0.225,-0.739,1.404,-0.089
35010311,Ontario,680,-0.56,-0.575,0.319,0.628
35010312,Ontario,395,-0.282,-0.975,0.598,-0.154
35010313,Ontario,700,-0.706,-0.878,0.211,-0.272
35010314,Ontario,650,-0.475,-0.776,1.165,-0.531
35010315,Ontario,865,-0.335,-0.615,0.662,-0.446
35010316,Ontario,330,-0.286,-0.87,0.999,-0.106
35010317,Ontario,720,-0.245,-0.859,-0.625,-0.601
35010318,Ontario,620,0.232,-0.742,-0.124,-0.249
35010319,Ontario,855,-0.355,-0.689,0.141,-0.606
35010320,Ontario,825,-0.928,-0.746,0.213,-0.845
35010321,Ontario,325,-0.3,-0.817,0.106,-0.559
35010322,Ontario,515,-0.525,-0.694,-0.407,0.322
35010323,Ontario,790,-0.771,-0.63,1.764,-0.503
35010324,Ontario,515,-0.079,-0.885,1.451,-0.096
35010325,Ontario,555,0.522,-0.653,1.853,0.466
35010328,Ontario,495,-1.048,-0.676,0.096,-0.415
35010329,Ontario,590,-0.634,-0.766,-1.12,-0.499
35010330,Ontario,460,-0.45,-0.633,0.419,0.724
35010331,Ontario,450,-0.635,-0.809,-0.114,0.109
35010332,Ontario,520,-0.554,-0.864,-0.717,-0.438
35010333,Ontario,475,-0.119,-0.637,-0.073,0.098
35010334,Ontario,565,0.246,-0.714,0.615,-0.026
35010335,Ontario,330,-0.228,-0.81,0.158,-0.112
35010336,Ontario,510,1.478,-0.764,1.744,-0.055
35010337,Ontario,480,-0.09,-0.668,-0.679,-0.044
35010338,Ontario,465,-0.812,-0.648,-0.333,-0.355
35010339,Ontario,830,-0.846,-0.658,-0.839,-0.789
35010340,Ontario,495,-0.856,-0.777,-0.443,-0.275
35010341,Ontario,525,-0.648,-0.734,-0.601,0.12
35010342,Ontario,505,-0.634,-0.75,0.185,-0.399
35010343,Ontario,510,-1.12,-0.734,0.169,-0.34
35010344,Ontario,495,-0.48,-0.737,-0.961,-0.103
35010345,Ontario,435,-0.539,-0.59,-0.579,0.09
35010346,Ontario,520,-0.096,-0.739,0.128,-0.115
35010347,Ontario,565,-0.27,-0.8,-0.855,-0.519
35010348,Ontario,535,-0.686,-0.888,-0.546,-0.507
35010349,Ontario,205,0.05,-0.966,0.382,0.682
35010350,Ontario,405,-0.283,-0.823,0.024,0.485
35010351,Ontario,485,-0.609,-0.787,0.293,-0.056
35010352,Ontario,435,-0.89,-0.74,-0.322,0.24
35010353,Ontario,450,-0.624,-0.837,-0.541,0.337
35010354,Ontario,560,-0.639,-0.729,-0.005,-0.017
35010355,Ontario,490,-0.788,-0.698,-0.33,-0.086
35010356,Ontario,525,-0.362,-0.455,0.299,0.62
35010357,Ontario,600,-0.854,-0.663,0.003,0.319
35010358,Ontario,560,-0.769,-0.705,1.055,0.117
35010359,Ontario,600,-0.267,-0.642,0.78,0.009
35010360,Ontario,555,-0.621,-0.734,0.386,-0.09
35010361,Ontario,490,1.346,-0.696,1.742,0.533
35010362,Ontario,420,0.154,-0.699,1.197,0.369
35010363,Ontario,585,0.772,-0.882,1.812,-0.475
35010364,Ontario,385,0.3,-0.749,0.149,0.343
35010365,Ontario,480,1.265,-0.694,1.041,0.705
35010366,Ontario,490,-0.225,-0.693,2.059,0.427
35010367,Ontario,735,-0.369,-0.657,0.818,0.007
35010369,Ontario,325,-0.34,-0.826,-0.326,-0.487
35010370,Ontario,1140,-0.585,0.218,0.675,-0.2
35010371,Ontario,345,-0.314,-0.723,-0.537,-0.108
35010372,Ontario,250,0.038,-0.66,0.919,0.907
35010373,Ontario,530,0.034,-0.316,0.688,0.944
35010374,Ontario,525,-0.211,-0.038,0.103,0.421
35010375,Ontario,485,-1.126,-0.239,0.909,-0.522
35010376,Ontario,640,-0.52,-0.768,0.467,-0.341
35010399,Ontario,415,-0.394,-0.714,0.595,-0.361
35010400,Ontario,475,0.169,-0.638,0.843,0.258
35010401,Ontario,540,-0.805,-0.898,-0.9,-0.436
35010402,Ontario,575,-0.45,-0.435,-0.373,-0.246
35010403,Ontario,415,0.025,-0.901,0.6,0.072
35010404,Ontario,1010,-0.381,-0.876,1.303,-0.812
35010405,Ontario,360,-0.432,-0.611,-0.506,0.105
35010406,Ontario,430,-0.524,-0.768,0.337,-0.173
35010409,Ontario,195,-0.486,-0.83,-0.294,-0.135
35010410,Ontario,245,-0.917,-0.795,-0.232,-0.035
35010411,Ontario,635,-0.438,-0.809,0.154,0.067
35010412,Ontario,650,-0.911,-0.612,-0.175,0.137
35020064,Ontario,1630,-0.453,-0.333,-0.159,-0.481
35020065,Ontario,600,-0.977,-0.595,0.018,-0.329
35020066,Ontario,950,0.22,-0.541,0.56,0.063
35020067,Ontario,380,0.926,-0.804,0.274,0.291
35020068,Ontario,440,0.978,-0.431,-0.054,1.199
35020069,Ontario,540,1.298,-0.699,0.564,0.312
35020070,Ontario,585,-0.263,-0.615,-1.038,-0.237
35020071,Ontario,410,0.52,-0.596,0.833,0.468
35020072,Ontario,570,-1.041,-0.646,-0.766,0.058
35020073,Ontario,1380,-0.381,-0.627,-0.519,-0.583
35020075,Ontario,895,-0.141,-0.239,-0.607,-0.156
35020076,Ontario,835,-0.126,-0.42,1.056,-0.484
35020077,Ontario,555,0.82,-0.439,2.336,-0.183
35020078,Ontario,685,-0.484,-0.484,0.409,-0.765
35020091,Ontario,3515,-0.591,-0.358,-0.666,-0.613
35020092,Ontario,710,-1.075,-0.832,0.093,-0.601
35020093,Ontario,875,-0.689,-0.657,0.318,-0.373
35020094,Ontario,470,-0.075,-0.747,0.892,0.325
35020095,Ontario,475,0.778,-0.608,1.053,0.246
35020096,Ontario,630,-0.757,-0.836,0.989,-0.35
35020097,Ontario,460,-0.214,-0.583,-0.972,-0.314
35020098,Ontario,360,-0.956,-0.412,0.308,-0.38
35020099,Ontario,440,0.3,-0.801,0.08,0.229
35020100,Ontario,580,0.19,-0.651,0.992,0.48
35020101,Ontario,630,-0.262,-0.772,-0.009,0.048
35020102,Ontario,690,0.093,-0.771,0.758,0.013
35020103,Ontario,500,-0.387,-0.673,-0.508,0.183
35020104,Ontario,740,0.146,-0.659,0.24,0.082
35020105,Ontario,605,-0.652,-0.829,-0.151,0.094
35020106,Ontario,800,-0.37,-0.511,-0.514,-0.357
35020107,Ontario,520,-0.62,-0.759,-0.637,0.088
35020108,Ontario,2010,-0.062,-0.693,-0.31,-0.136
35020109,Ontario,1080,-0.444,-0.749,0.495,-0.075
35020110,Ontario,1185,-0.769,-0.794,-0.535,-0.389
35020111,Ontario,885,-0.642,-0.607,-1.137,-0.015
35020112,Ontario,630,-1.059,-0.657,-1.06,-0.127
35020113,Ontario,525,-0.835,-0.705,-0.725,-0.227
35020114,Ontario,440,-0.374,-0.643,-0.862,0.308
35020115,Ontario,445,-0.845,-0.465,-0.298,-0.113
35020116,Ontario,980,-0.934,-0.64,-0.646,-0.478
35020117,Ontario,605,-1.045,-0.778,-0.093,-0.59
35020118,Ontario,545,-1.263,-0.687,-0.93,-0.575
35020119,Ontario,605,-0.338,-0.677,-0.545,-0.033
35020120,Ontario,650,-0.759,-0.695,-0.885,-0.277
35020121,Ontario,900,-0.755,-0.616,-0.391,-0.359
35020122,Ontario,950,-1.015,-0.852,-1.449,-0.616
35020123,Ontario,460,0.145,-0.912,0.519,0.115
35020124,Ontario,575,-0.576,-0.839,-0.619,0.014
35020125,Ontario,435,-0.276,-0.746,-0.295,-0.045
35020126,Ontario,555,-1.006,-0.658,-0.588,-0.184
35020127,Ontario,700,-0.378,-0.634,-0.809,0.522
35020128,Ontario,695,-0.877,-0.644,-1.105,0.153
35020129,Ontario,600,-0.55,-0.585,-0.406,-0.132
35020130,Ontario,715,-0.763,-0.675,-0.594,-0.201
35020131,Ontario,560,0.524,-0.602,0.454,0.244
35020132,Ontario,885,0.195,-0.577,-0.754,-0.599
35020133,Ontario,715,-0.823,-0.781,-0.844,-0.726
35020134,Ontario,455,0.806,-0.383,-0.593,0.457
35020135,Ontario,1170,-0.617,-0.6,-0.339,-0.553
35020136,Ontario,675,-0.777,-0.953,-1.106,-0.571
35020137,Ontario,425,-0.392,-0.595,0.156,-0.371
35020138,Ontario,715,-0.689,-0.859,-1.007,-0.217
35020139,Ontario,590,-1.158,-0.518,-0.972,0.233
35020140,Ontario,575,-0.634,-0.752,-1.063,-0.434
35020141,Ontario,1575,-0.289,-0.67,-0.531,-0.506
35020142,Ontario,2325,-0.346,-0.71,-1.381,-0.722
35020143,Ontario,625,-0.914,-0.605,-0.345,-0.581
35020144,Ontario,805,-0.776,-0.73,-1.74,-0.618
35020145,Ontario,425,-0.802,-0.915,-0.957,-0.312
35020146,Ontario,795,-0.802,-0.571,-0.355,-0.57
35020147,Ontario,425,-0.787,-0.655,-0.271,-0.429
35020148,Ontario,435,0.676,-0.588,-0.929,1.036
35020150,Ontario,740,0.4,-0.722,-0.323,-0.508
35020151,Ontario,1200,0.226,-0.511,-1.259,-0.488
35020152,Ontario,610,0.227,-0.796,1.352,-0.601
35020153,Ontario,895,-0.566,-0.755,-0.989,-0.418
35020154,Ontario,505,-1.086,-0.828,-0.841,-0.365
35020155,Ontario,845,-0.125,-0.52,0.003,-0.435
35020156,Ontario,405,-0.758,-0.624,-0.119,-0.828
35020157,Ontario,565,-0.485,-0.617,-0.233,-0.281
35020158,Ontario,560,-0.186,-0.598,-0.106,-0.111
35020159,Ontario,545,-1.132,-0.645,-0.725,-0.526
35020160,Ontario,1160,-0.919,-0.618,-1.151,-0.894
35020161,Ontario,2290,-0.468,-0.551,-1.159,-0.903
35020162,Ontario,615,-0.96,-0.585,-0.383,0.015
35020163,Ontario,535,-0.751,-0.491,-0.006,0.127
35020164,Ontario,435,-0.808,-0.685,-0.215,-0.416
35020165,Ontario,470,-0.993,-0.833,-0.709,-0.384
35020166,Ontario,650,-0.963,-0.649,-1.004,-0.091
35020167,Ontario,465,-0.306,-0.975,-1.152,-0.137
35020168,Ontario,600,-0.993,-0.743,-0.346,-0.258
35020169,Ontario,430,-0.538,-0.939,-0.867,-0.119
35020170,Ontario,715,0.036,-0.531,-0.448,0.252
35020171,Ontario,475,-0.097,-0.582,0.094,-0.059
35020172,Ontario,455,-0.012,-0.893,-0.708,0.529
35020173,Ontario,510,-0.318,-0.712,-0.072,-0.252
35020174,Ontario,610,-0.708,-0.822,-0.158,-0.039
35020175,Ontario,610,-0.494,-0.762,0.466,-0.051
35020176,Ontario,600,-0.047,-0.781,0.595,0.055
35020177,Ontario,330,0.841,-1.013,0.596,-0.166
35020178,Ontario,530,0.133,-0.621,2.177,-0.783
35020179,Ontario,440,0.148,-0.799,0.249,0.23
35020180,Ontario,495,-0.615,-0.572,0.582,-0.716
35020181,Ontario,500,-0.527,-0.662,-0.171,-0.413
35020182,Ontario,625,-0.616,-0.603,0.983,-0.402
35020183,Ontario,680,1.46,-0.223,2.966,0.261
35020184,Ontario,495,1.203,-0.187,2.275,0.056
35020185,Ontario,520,1.071,-0.376,-0.031,1.667
35020186,Ontario,735,0.93,-0.587,1.12,1.208
35020187,Ontario,440,1.798,-0.681,1.211,1.713
35020188,Ontario,550,-0.166,-0.869,0.83,-0.334
35020189,Ontario,570,1.817,-0.675,1.357,1.288
35020190,Ontario,565,1.551,-0.511,1.209,1.515
35020191,Ontario,560,0.47,-0.589,1.029,0.607
35020192,Ontario,650,0.18,-0.652,0.313,0.612
35020193,Ontario,510,-0.081,-0.669,2.139,-0.172
35020194,Ontario,525,-0.809,-0.837,1.496,-0.149
35020195,Ontario,805,-0.713,-0.663,0.912,-0.289
35020196,Ontario,660,0.265,-0.586,0.927,0.034
35020197,Ontario,615,-0.742,-0.726,-0.347,-0.448
35020198,Ontario,810,-0.413,-0.685,0.253,-0.315
35020199,Ontario,535,-0.545,-0.862,-0.123,-0.139
35020200,Ontario,530,-0.302,-0.86,-0.17,0.364
35020201,Ontario,410,0.126,-0.816,0.97,-0.221
35020202,Ontario,465,-0.255,-0.736,0.505,0.061
35020203,Ontario,630,1.376,-0.46,1.443,0.897
35020204,Ontario,495,0.257,-0.715,1.476,0.452
35020205,Ontario,480,1.293,-0.578,1.614,0.915
35020206,Ontario,765,0.406,-0.468,0.794,0.471
35020207,Ontario,2620,-0.662,-0.456,-1.594,-0.768
35020208,Ontario,895,-0.793,-0.584,-1.078,-0.631
35060001,Ontario,550,-1.172,-0.707,-0.16,-0.45
35060002,Ontario,655,-1.031,-0.268,-0.26,-0.463
35060003,Ontario,780,-1.204,-0.708,-0.252,-0.799
35060005,Ontario,910,-1.257,-0.595,0.169,-0.671
35060006,Ontario,2255,-0.406,-0.234,-0.391,-0.686
35060007,Ontario,745,-1.031,-0.7,-0.475,-0.666
35060010,Ontario,260,-0.776,-0.645,-0.316,-0.924
35060011,Ontario,540,-1.367,-0.169,-0.48,-0.797
35060012,Ontario,525,-1.031,-0.367,-0.21,-0.429
35060014,Ontario,605,0.622,-0.506,0.075,-0.176
35060015,Ontario,490,-0.586,-0.607,0.471,-0.064
35060016,Ontario,335,-1.046,-0.679,1.066,-0.494
35060017,Ontario,455,-0.609,-0.477,0.032,-0.881
35060018,Ontario,445,-0.667,-0.334,-0.376,-0.115
35060019,Ontario,555,-0.837,-0.38,0.102,-0.115
35060020,Ontario,450,-0.912,-0.056,-0.359,-0.685
35060021,Ontario,580,-0.562,-0.277,-1.056,-0.464
35060022,Ontario,565,-1.063,-0.26,0.082,-1.004
35060023,Ontario,445,-0.59,0.15,-0.557,-0.598
35060024,Ontario,255,-1.389,-0.05,-0.295,-1.534
35060025,Ontario,795,-1.248,-0.321,0.122,-0.415
35060026,Ontario,285,-1.248,-0.292,0.431,-1.209
35060027,Ontario,790,-0.804,0.066,-0.744,-0.229
35060028,Ontario,300,-1.464,-0.519,0.346,-0.998
35060029,Ontario,1610,-0.651,-0.079,-0.634,-0.511
35060030,Ontario,310,-0.636,0.194,-1.322,-0.386
35060031,Ontario,710,-1.093,-0.348,-0.364,-0.752
35060032,Ontario,775,0.026,0.727,-0.998,0.118
35060033,Ontario,430,-0.978,-0.293,-0.917,-0.917
35060034,Ontario,365,-1.012,-0.298,0.303,-0.724
35060035,Ontario,415,-0.776,-0.119,-0.556,-1.162
35060036,Ontario,560,-1.255,-0.166,0.198,-1.097
35060037,Ontario,505,-0.752,-0.235,-0.612,-0.678
35060038,Ontario,375,-1.127,-0.463,0.504,-0.634
35060039,Ontario,670,-0.637,0.149,-0.68,-0.396
35060043,Ontario,775,-1.046,-0.137,0.415,-1.016
35060044,Ontario,335,-1.401,-0.529,-0.356,-0.426
35060045,Ontario,685,-0.425,0.258,0.414,-0.471
35060047,Ontario,190,-1.09,-0.626,-0.29,-0.33
35060048,Ontario,380,-1.14,-0.537,-0.404,-0.094
35060049,Ontario,480,-1.03,-0.282,-0.436,-0.438
35060050,Ontario,300,-0.847,0.534,0.43,-0.703
35060051,Ontario,620,-0.591,-0.287,0.694,0.059
35060052,Ontario,765,1.923,-0.185,1.798,-0.517
35060053,Ontario,695,-1.074,-0.098,0.393,-0.889
35060054,Ontario,585,-0.861,-0.318,1.485,-0.115
35060055,Ontario,325,-0.575,-0.036,1.278,-0.816
35060056,Ontario,350,-1.126,-0.408,1.24,-0.022
35060057,Ontario,640,-0.835,-0.194,-0.019,-0.743
35060058,Ontario,325,-1.149,-0.76,0.439,-0.898
35060059,Ontario,465,-0.884,-0.397,0.473,-0.673
35060061,Ontario,450,-1.005,-0.187,0.549,-0.826
35060062,Ontario,485,-0.625,-0.076,0.542,-0.412
35060064,Ontario,360,0.069,-0.365,-0.361,0.044
35060065,Ontario,275,-1.143,-0.583,-0.073,-0.452
35060066,Ontario,315,-1.071,-0.233,-0.629,-0.842
35060067,Ontario,235,-1.527,0.008,0.526,-0.802
35060069,Ontario,660,-1.26,-0.326,0.286,-0.722
35060070,Ontario,635,-1.004,-0.288,-0.015,-0.79
35060071,Ontario,595,-0.557,-0.262,-0.854,-0.203
35060072,Ontario,315,-0.663,-0.233,-0.849,-0.168
35060073,Ontario,290,-0.986,-0.512,1.255,-1.045
35060074,Ontario,485,-0.901,0.063,1.062,-0.536
35060075,Ontario,635,-0.244,0.069,0.029,-0.013
35060076,Ontario,470,0.02,0.355,-0.894,1.351
35060078,Ontario,490,-0.849,0.324,0.673,-0.771
35060079,Ontario,625,0.62,1.187,-1.5,0.857
35060080,Ontario,365,-0.949,-0.55,0.515,-0.54
35060081,Ontario,480,0.181,0.052,-0.422,-0.372
35060082,Ontario,560,-0.059,-0.126,0.406,-0.495
35060083,Ontario,1085,-0.26,0.417,-0.362,-0.103
35060089,Ontario,430,-0.808,-0.826,0.55,-0.743
35060090,Ontario,475,-0.784,-0.401,-0.192,-0.629
35060091,Ontario,340,-1.053,-0.464,-1.042,-1.457
35060092,Ontario,500,-1.296,0.11,0.974,-0.88
35060093,Ontario,340,-0.88,-0.49,0.284,-0.866
35060094,Ontario,570,-1.117,-0.191,0.268,-1.145
35060095,Ontario,655,-1.378,-0.12,0.773,-0.725
35060096,Ontario,695,-1.172,-0.308,0.301,-0.754
35060097,Ontario,1425,0.157,0.802,-0.788,-0.385
35060098,Ontario,370,-1.577,-0.487,0.312,-1.252
35060099,Ontario,380,-0.656,0.024,-0.407,-0.941
35060100,Ontario,345,-1.241,-0.328,-0.099,-0.594
35060101,Ontario,415,-1.122,0.127,0.426,-0.962
35060102,Ontario,625,-0.336,0.044,-1.194,-0.605
35060103,Ontario,305,-0.962,-0.551,1.082,-1.04
35060104,Ontario,690,-0.927,0.181,-0.067,-0.103
35060105,Ontario,950,-0.798,-0.134,-0.312,-0.745
35060106,Ontario,415,-0.641,0.104,-0.366,-0.121
35060107,Ontario,1140,-0.036,0.49,0.193,-0.37
35060108,Ontario,495,-0.507,0.406,0.436,0.033
35060109,Ontario,505,-0.8,0.025,0.717,-0.547
35060110,Ontario,550,-1.321,-0.168,0.186,-0.493
35060111,Ontario,860,-0.71,0.017,-0.309,-0.596
35060112,Ontario,1555,-0.725,-0.244,-0.307,-0.564
35060116,Ontario,280,0.2,0.023,-1.666,0.08
35060117,Ontario,460,-0.716,-0.161,0.685,-0.292
35060118,Ontario,315,0.332,-0.179,-0.829,0.095
35060119,Ontario,1325,0.56,-0.114,-0.107,-0.343
35060120,Ontario,380,-0.395,0.279,0.375,0.286
35060121,Ontario,685,-0.941,-0.364,1.001,-0.762
35060122,Ontario,535,-0.605,-0.665,-0.157,-0.392
35060123,Ontario,485,2.035,-0.437,1.741,0.116
35060124,Ontario,325,-1.273,-0.507,1.402,-1.147
35060125,Ontario,460,-0.58,-0.241,0.469,-0.034
35060126,Ontario,1200,0.188,-0.018,0.576,0.008
35060127,Ontario,575,-0.782,-0.257,-0.004,-0.436
35060128,Ontario,245,-0.032,-0.805,1.404,-0.207
35060129,Ontario,1070,-1.131,-0.266,-0.072,-0.851
35060132,Ontario,895,-1.218,-0.42,0.885,-1.018
35060133,Ontario,880,-1.28,-0.433,0.066,-1.026
35060134,Ontario,300,0.86,-0.172,-0.548,0.021
35060135,Ontario,625,-0.348,-0.223,0.55,-0.412
35060137,Ontario,270,-0.807,-0.042,0.328,-0.611
35060138,Ontario,525,-1.261,-0.227,0.415,-0.776
35060139,Ontario,360,-0.79,-0.094,1.663,-0.949
35060140,Ontario,835,0.491,0.651,0.138,0.181
35060141,Ontario,500,-1.068,-0.407,-0.202,-0.63
35060143,Ontario,535,-1.122,-0.105,0.659,-0.909
35060144,Ontario,585,-1.042,-0.254,-0.065,-0.523
35060145,Ontario,685,-1.465,0.003,0.247,-1.082
35060146,Ontario,500,-1.779,0.06,0.063,-0.992
35060147,Ontario,110,-0.892,-0.183,-1.438,-0.888
35060148,Ontario,450,-0.599,-0.309,-0.375,0.13
35060149,Ontario,995,0.167,0.375,-0.496,-0.415
35060150,Ontario,575,0.862,0.107,2.649,-0.483
35060151,Ontario,660,0.035,0.322,-0.264,0.099
35060152,Ontario,285,0.223,2.433,-0.897,0.728
35060153,Ontario,1030,0.242,0.975,-0.097,0.359
35060154,Ontario,365,-0.38,-0.556,0.914,-0.718
35060155,Ontario,725,-0.903,0.314,-0.213,-0.563
35060156,Ontario,835,0.914,0.157,0.548,-0.127
35060157,Ontario,1215,-0.271,0.098,0.327,-0.201
35060159,Ontario,490,0.921,3.499,-1.196,0.399
35060163,Ontario,635,-0.63,0.3,0.227,-0.544
35060164,Ontario,525,-0.673,-0.377,-0.022,-0.463
35060165,Ontario,440,-0.245,-0.465,1.223,-0.598
35060166,Ontario,415,-0.627,-0.103,0.732,-0.64
35060167,Ontario,1110,-0.704,0.259,0.17,-0.234
35060168,Ontario,695,-1.084,-0.391,0.848,-0.747
35060170,Ontario,1095,1.318,0.141,2.927,-0.364
35060171,Ontario,715,0.165,1.145,0.261,1.097
35060172,Ontario,355,-0.14,1.73,-0.112,0.683
35060173,Ontario,440,2.781,0.206,-1.097,1.688
35060178,Ontario,615,1.507,0.656,-0.512,0.668
35060179,Ontario,390,0.084,0.128,-0.602,1.045
35060180,Ontario,410,0.035,0,-0.162,0.253
35060181,Ontario,250,0.05,0.355,-0.01,-0.128
35060182,Ontario,500,0.031,0.491,-0.11,0.933
35060183,Ontario,540,2.758,0.854,2.948,0.281
35060184,Ontario,730,0.558,0.239,0.098,0.445
35060185,Ontario,430,0.937,0.551,0.37,1.326
35060186,Ontario,875,0.506,0.301,0.287,0.35
35060187,Ontario,505,1.015,0.569,0.392,0.597
35060188,Ontario,580,2.195,0.217,0.478,-0.299
35060189,Ontario,470,1.284,0.925,-0.054,1.061
35060192,Ontario,415,1.179,-0.369,0.595,0.444
35060194,Ontario,550,0.814,0.323,0.178,1.083
35060195,Ontario,410,1.643,0.908,-0.837,0.557
35060196,Ontario,375,2.095,0.167,-0.919,0.493
35060197,Ontario,1550,1.572,0.175,0.134,-0.685
35060198,Ontario,500,1.605,-0.126,-0.65,0.442
35060199,Ontario,515,1.64,0.075,-0.832,0.171
35060200,Ontario,360,1.587,-0.271,-1.427,0.35
35060201,Ontario,680,1.338,-0.008,-0.403,-0.308
35060202,Ontario,505,2.53,0.212,-0.325,0.768
35060205,Ontario,495,0.458,-0.502,-0.585,0.697
35060206,Ontario,415,1.23,-0.257,-0.251,0.192
35060207,Ontario,565,0.435,-0.323,0.175,0.019
35060208,Ontario,630,2.246,0.603,0.02,0.269
35060209,Ontario,800,1.544,0.044,1.164,0.265
35060210,Ontario,425,1.074,-0.229,0.442,0.865
35060211,Ontario,375,-1.176,-0.298,-0.014,-1.189
35060213,Ontario,410,-1.219,-0.332,-0.514,-1.201
35060219,Ontario,685,0.787,-0.344,0.686,-1.007
35060220,Ontario,340,-0.356,0.686,2.088,-0.848
35060221,Ontario,580,-0.173,-0.379,-0.437,-0.66
35060222,Ontario,460,-1.523,-0.055,-0.121,-1.242
35060223,Ontario,430,-1.468,-0.088,0.159,-1.092
35060224,Ontario,460,-1.165,-0.453,0.191,-0.683
35060225,Ontario,585,-1.076,-0.393,-0.296,-1.027
35060226,Ontario,425,-1.343,-0.391,-0.241,-1.462
35060227,Ontario,535,0.034,0.412,-0.697,-0.027
35060228,Ontario,525,0.197,0.406,-0.623,0.119
35060229,Ontario,340,0.27,0.403,0.547,0.269
35060230,Ontario,465,0.285,-0.508,-1.247,-1.07
35060231,Ontario,720,1.088,0.189,-0.486,0.483
35060232,Ontario,545,1.693,0.861,-0.705,1.167
35060233,Ontario,830,1.793,-0.028,2.994,-0.259
35060234,Ontario,1505,2.116,1.359,-0.21,0.352
35060236,Ontario,1000,0.966,-0.552,2.893,-1.354
35060237,Ontario,660,1.504,0.617,0.365,0.293
35060243,Ontario,440,-0.057,-0.577,-0.311,-1.081
35060246,Ontario,860,1.565,2.243,1.24,1.972
35060249,Ontario,610,2.313,0.186,-1.507,-0.07
35060251,Ontario,415,2.665,0.441,-0.368,0.412
35060252,Ontario,575,1.658,-0.375,-0.458,-0.522
35060253,Ontario,165,1.719,-0.47,-2.48,-0.944
35060254,Ontario,580,2.367,0.229,0.145,-0.707
35060255,Ontario,510,1.442,0.214,-0.394,-0.08
35060264,Ontario,480,1.684,-0.306,-0.509,-0.076
35060267,Ontario,495,0.995,-0.161,-0.619,0.141
35060280,Ontario,500,-0.889,-0.511,-0.005,-0.907
35060282,Ontario,465,-1.297,-0.548,-0.039,-0.96
35060283,Ontario,460,-1.313,-0.512,-0.691,-0.833
35060285,Ontario,420,-0.938,-0.387,-0.332,-1.08
35060286,Ontario,675,0.369,-0.043,-0.17,-0.147
35060287,Ontario,535,-0.55,-0.444,-0.319,-0.719
35060288,Ontario,520,-0.397,-0.289,-1.153,-0.479
35060289,Ontario,555,0.092,-0.165,-0.895,-0.098
35060290,Ontario,455,-0.415,-0.253,-0.631,-0.937
35060291,Ontario,565,-1.107,-0.456,-0.426,-0.739
35060292,Ontario,600,-0.226,-0.106,-1.137,-0.345
35060293,Ontario,795,0.199,-0.073,-0.791,-0.222
35060294,Ontario,555,-0.656,-0.427,-0.379,-0.725
35060295,Ontario,445,-0.97,-0.643,0.803,-1.401
35060296,Ontario,440,-0.699,-0.446,-0.234,-0.957
35060297,Ontario,595,1.699,-0.37,-1.566,-0.132
35060298,Ontario,495,-0.901,-0.358,-0.234,-0.168
35060300,Ontario,460,-0.164,-0.378,0.541,-1.282
35060301,Ontario,400,-0.214,-0.205,0.274,-0.508
35060305,Ontario,850,0.735,-0.274,-0.594,-1.211
35060306,Ontario,570,0.609,-0.565,-0.977,-0.405
35060307,Ontario,675,1.434,-0.365,0.484,-0.628
35060308,Ontario,400,-0.953,-0.563,0.719,-0.971
35060310,Ontario,485,0.46,-0.411,-0.9,-0.642
35060312,Ontario,530,-0.447,-0.372,-0.675,-0.64
35060313,Ontario,455,2.21,-0.653,-1.391,0.154
35060314,Ontario,490,1.655,-0.376,-1.266,-0.622
35060315,Ontario,430,1.945,0.189,-0.04,-0.597
35060324,Ontario,545,0.453,-0.351,-0.196,-0.742
35060325,Ontario,435,3.859,-0.049,-1.544,-0.647
35060327,Ontario,620,1.26,-0.422,0.253,-0.833
35060329,Ontario,525,1.131,-0.526,0.678,-0.963
35060330,Ontario,630,1.199,-0.57,-0.927,-1.037
35060331,Ontario,600,2.609,-0.43,-1.081,-0.455
35060332,Ontario,400,1.918,0.167,-0.762,-0.55
35060333,Ontario,625,2.613,-0.212,1.132,-0.986
35060334,Ontario,1250,2.83,-0.235,-0.661,-0.997
35060336,Ontario,535,3.39,0.189,-0.029,0.641
35060337,Ontario,705,3.372,0.094,-1.474,-0.53
35060338,Ontario,770,2.558,-0.13,-1.685,-1.208
35060339,Ontario,775,2.698,0.29,-1.404,-0.487
35060343,Ontario,480,3.508,0.8,1.895,1.251
35060345,Ontario,580,0.888,-0.224,-1.541,-0.482
35060346,Ontario,395,1.544,-0.377,-1.107,-0.339
35060347,Ontario,490,1.615,0.062,-1.302,-0.48
